,Comment.1,AustralianSuperMainFund,polarity,subjectivity
471,because of the fees and the returns I get from the fund,8.0,0.0,0.0
472,So So,8.0,0.0,0.0
473,a persons choice of super is a personal thing,5.0,0.17,0.48
474,over the years I have seen my super grow even with the GDP,8.0,0.33,0.67
475,Don't know,5.0,0.0,0.0
476,"Your call centre staff are ill equipped to deal with anything beyond that is scripted. Box tickers and just repeat the same line over and over again - I guess that points directly to staff training, which clearly is inadequate from the experience that I have had on several occasions.",8.0,-0.06,0.38
477,"I believe that it is a good fund, but I do not know how it compares with the other leading funds.",8.0,0.29,0.49
478,I don't know enough about the product to provide a recommendation,5.0,0.0,0.5
480,"Solid consistent returns, regular communication to members, good website packed with information.",9.0,0.24,0.26
482,"I don't really feel as though super companies offer a great deal of difference in the products they sell. We all have to have super and super companies are required to provide a minimum standard of service. Benefits claimed by the company can't really be tested because they don't yield any tangibles for the customer; we pay super, we pay fees, we trust our money will be there when we can legally access it. Not a lot to recommend or warn people about.",3.0,0.3,0.45
483,sometimes your online services like changing your super structure aren't clear,7.0,0.22,0.52
484,"good returns, have never given me a reason to change",8.0,0.7,0.6
485,I don't know too much about Superfunds,6.0,0.2,0.2
486,All schemes are much the same,5.0,0.1,0.16
487,Good returns,9.0,0.7,0.6
488,Its only one i have used,6.0,0.0,1.0
489,Lower fees. Would rate higher if it wasn't for not been able to resolve issues with logging on to my account.,8.0,0.38,0.56
490,It is a consistently well performing industry fund - what's not to recommend!,7.0,0.31,0.25
491,Great support when needed Member owned super fund Above avsrage results,9.0,0.38,0.51
492,Im not the salesman,5.0,0.0,0.0
494,good returns and low fees,9.0,0.35,0.45
495,return is good,9.0,0.7,0.6
496,Return fees website ease,8.0,0.0,0.0
497,I prefer not to give financial advice to friends.,0.0,0.0,0.0
498,no one asks me about super funds,4.0,0.33,0.67
499,performance and fee structure,9.0,0.0,0.0
500,"Good investment returns, clear and easy to get around website. A lot of useful help available.",9.0,0.39,0.44
501,"Good returns, service orientated. Website not as good as it was.",9.0,0.7,0.6
502,ok performance,6.0,0.5,0.5
503,I have been happy with AustralianSuper,10.0,0.8,1.0
505,good returns,8.0,0.7,0.6
506,one of the biggest ones in Australia,8.0,0.0,0.0
507,Consistently good returns and low fees,10.0,0.35,0.45
508,Low fees and reasonable investment returns,9.0,0.1,0.45
509,Seems ok?,6.0,0.5,0.5
510,Excellent service . Actually increase money instead of taking out fees all the time.,10.0,0.5,0.55
511,"quite impressed when I changed all of my super into this fund, it was so easy",10.0,0.59,0.83
512,Happy with my super,8.0,0.57,0.83
513,Had no problems with Australian Super,7.0,0.17,0.33
514,Not enough info,7.0,0.0,0.5
516,"Because it is an industry fund, and the website works well",8.0,0.0,0.0
517,"seems good, I think it performs well, but I wouldnt really know. I dont feel like I get any support though around what my final balance might be. There are online tools provided I know but these dont meet my needs",8.0,0.3,0.6
518,no idea,5.0,0.0,0.0
519,I have been happy with them for as long as I've been with them,8.0,0.38,0.7
520,There is no such thing as a ten,9.0,0.0,0.25
521,This fund is good for me.,5.0,0.7,0.6
522,Higher returns and low costs for fund and advice,10.0,0.12,0.4
523,no problems,7.0,0.0,0.0
524,Accessible,8.0,0.38,0.38
525,Good returns,8.0,0.7,0.6
526,Because i tras australian super,10.0,0.17,0.33
527,Large company. Funds are earning interest.,8.0,0.21,0.43
528,I don't know what Australian super does to benefit me over any other fund,6.0,0.07,0.35
529,"Haven't had any issues with this fund, nor have I had any overly great things out of the fund.",7.0,0.8,0.75
530,Good management and returns.,8.0,0.7,0.6
531,Good variety of choices to choose from for investing.,10.0,0.7,0.6
532,I asking simple question and they return the question to me.,2.0,0.0,0.36
533,I have no complaints,8.0,0.0,0.0
534,Don't talk about it,0.0,0.0,0.0
535,"i would like a super that chased up unpaid super, I am now retired but have not been paid all that is owing",5.0,0.29,0.58
536,never get any information on my super.,4.0,0.33,0.67
539,choice of super plans plus low management fees,10.0,0.17,0.48
540,"don't know what the future holds ,depends on how well u look after me",5.0,0.0,0.12
541,I don't know a lot about super but I am happy with the way AustralianSuper has been handling mine.,9.0,0.57,0.83
542,good performance,8.0,0.7,0.6
543,strong Australian super and the benefits offered,8.0,0.26,0.47
545,Don't like that for an industry Super fund they have enough money to provide prizes for reality tv shows,7.0,0.17,0.58
546,good dividends,8.0,0.7,0.6
547,Less fees,8.0,-0.17,0.07
548,I have been a long term member and I am happy with the funds performance,10.0,0.38,0.7
549,haven't compared with other super funds,8.0,0.1,0.52
550,Good customer service & good market rate,10.0,0.7,0.6
551,growth balance and security of the fund,5.0,0.0,0.0
552,it appears to be working well and information is easy to get,8.0,0.43,0.83
553,because im happy with aust super,9.0,0.57,0.83
554,Easy to deal with,10.0,0.43,0.83
555,Haven't had any problems with Australian Super,8.0,0.17,0.33
557,So far so good with this fund,10.0,0.4,0.8
558,The returns have been great. Regular emails and updates are good. Communication is easy. I can contribute easily any time. In difficult times I had access and wasn't judged on my situation. I feel that Australian Super has the right recipe for its business model while looking after the people.,10.0,0.28,0.59
559,"I have no issue with Australian super, I don't know all the other super funds",8.0,0.14,0.43
561,Need to access some of my super for a house deposit but Australian Super don't give a ****! My money!,0.0,0.28,0.44
562,constant good returns and informational,8.0,0.35,0.47
563,Conforms to a standard,9.0,0.0,0.0
564,.,4.0,0.0,0.0
566,"As an Industry fund, management and fund decisions is for the members not the other way around",8.0,-0.12,0.38
567,Works for me,10.0,0.0,0.0
568,One of the top industry funds.,8.0,0.5,0.5
569,I don't know very much about other funds to make a comparison.,5.0,0.07,0.32
570,Good results and ease of communication with Australian Super,10.0,0.34,0.42
571,"I am very satisfied with the return that I am receiving from my investment,and the security of being with Australian Super",10.0,0.33,0.56
572,Looked after me,7.0,0.0,0.0
573,It's an industry fund so profits go to members not to shareholders and not to commissions,8.0,0.0,0.0
574,"Easy access to information on the website, good communication",9.0,0.57,0.72
575,Good returns vs fees,10.0,0.7,0.6
576,Great,9.0,0.8,0.75
577,Nothing specific,8.0,0.0,0.12
578,Hassle free.,10.0,0.4,0.8
579,decent returns,10.0,0.17,0.67
581,It's a good super fund but there is always room for improvement.,8.0,0.52,0.63
582,"Good returns, insurances available and an easy to manage fund",9.0,0.51,0.61
583,good,9.0,0.7,0.6
584,"Happy with arrangements, access to information and return on investments.",9.0,0.8,1.0
586,"good communication, good performance (all things being considered)",7.0,0.7,0.6
587,Super is all the same to me.,5.0,0.17,0.4
588,Consistant results,8.0,0.0,0.0
589,I have always supported industry super funds and was involved in establishing them in the construction industry as a union secretary as part of national negotiations.. It was formally CBUS back then.,10.0,0.17,0.33
591,trust,10.0,0.0,0.0
593,Good service,8.0,0.7,0.6
594,Updated with all details.,10.0,0.0,0.0
595,because i am in it,7.0,0.0,0.0
596,Ease of use and all the info you need to manage your super,10.0,0.33,0.67
597,"I am retired, a Religious Sister, and not in conversation with folk about income.",0.0,0.0,0.25
598,I feel Australian Super to be a reliable and consistent superannuation fund.,7.0,0.19,0.31
599,easy to read online statements. provide information I want,8.0,0.43,0.83
600,"great service, easy to use website, changes to superannuation advised",10.0,0.62,0.79
602,simply and ease of website and also good returns,7.0,0.35,0.48
603,I love the website and how easy it is to see how my Super is going. Great track record. Feel safe and in good hands with Australian Super.,10.0,0.45,0.58
604,unsure,5.0,0.0,0.0
605,Reliable,8.0,0.0,0.0
606,"as yet, I don't know enough about their performance",5.0,0.0,0.5
607,Contact is good I allwsys know that I can be helped,5.0,0.7,0.6
608,PROFESSIONAL AND EASE OF DEALING WITH,10.0,0.1,0.1
609,not sure,8.0,-0.25,0.89
610,Not something I really talk about,0.0,0.2,0.2
611,"although I am happy with my choice, everyone has to have their own choice",5.0,0.7,1.0
612,Earnings.,10.0,0.0,0.0
614,It's only Super. Not that important. All funds will fail to provide adequate income in Retirement.,5.0,0.11,0.66
615,Fast and efficient,10.0,0.2,0.6
616,Never comes up,0.0,0.0,0.0
617,You are a large fund which gives me a variety of options to choose how I want to invest my super. I feel safe with my money for my retirement invested with you. You were also recommended by my financial advisor.,10.0,0.26,0.4
618,i have unresolved issues with australian super,1.0,0.17,0.33
619,"Reasonable returns. Well administered, member owned super funds should be the norm.",8.0,0.27,0.63
620,That's I am Thinking.,5.0,0.0,0.0
621,BALANCED FUND GOOD RETURN,6.0,0.7,0.6
622,I have been with Australian Super for many years and have had no problems in communication and assistance..,10.0,0.28,0.39
623,If the subject comes up will discuss,5.0,-0.17,0.33
624,returns seem inline with industry standard.,8.0,0.0,0.0
625,"Growth seems ok, great online experience",7.0,0.65,0.62
626,"Reliable, secure, good return reasonable fees, great ability to access info",10.0,0.53,0.64
627,average,4.0,-0.15,0.4
628,Its a super Fund,6.0,0.33,0.67
629,Good service.,8.0,0.7,0.6
630,Is Ok,7.0,0.5,0.5
631,I have had only positive experience when dealing with Australian Super.,10.0,0.14,0.55
632,It works for me,9.0,0.0,0.0
633,I don't understand superann.,5.0,0.0,0.0
634,Great fund. Performs. Great options and services,10.0,0.8,0.75
635,Because i trust them,9.0,0.0,0.0
636,"Luv them, great organisation, I have nho complaints, :)",9.0,0.65,0.88
637,great,10.0,0.8,0.75
638,Was a workplace super giving great results.,9.0,0.57,0.71
639,Probably wouldn't recommend something like a super fund to a friend as I don't think I know enough to offer any valued input.,6.0,0.17,0.58
640,excellent returns on investments considering market conditions,7.0,1.0,1.0
642,The best super fund ever .,10.0,0.67,0.48
643,"Being that I have been with Australian Super for a long time, I would be recommending it to someone when that happens.",8.0,0.09,0.36
644,Industry fund with good returns and options for investment,8.0,0.7,0.6
645,I like them,10.0,0.0,0.0
646,Improvement should always be possible.,8.0,0.0,1.0
647,Seems to be the best return.,10.0,1.0,0.3
648,As a member only fund I feel Australian Super is working for my best interests,7.0,0.33,0.49
649,Personal,1.0,0.0,0.3
650,"I think the fund is managed very well from a returns perspective. I am not sure about how Australian Super rates in other products like income protection, death cover etc.",9.0,0.03,0.45
651,Happy with my super,10.0,0.57,0.83
652,Not so sure it is better than other super or not,5.0,0.3,0.61
653,"Not likely to be talking about super with anyone, but would recommend AustralianSuper if it's suitable to their needs.",5.0,0.29,0.81
654,"I've heard that it has a good reputation, is trustworthy, and ethical",8.0,0.45,0.6
656,Easy website and communication,8.0,0.43,0.83
657,I am happy with that,10.0,0.8,1.0
659,Always very helpful on any questions that need to be answered,10.0,0.2,0.3
661,very professional and good service and performants,10.0,0.41,0.37
662,its like most supers nothing real special,7.0,0.52,0.68
663,"Great customer service, really good app that is easy to use, online system uses a username that is easy to remember.",10.0,0.59,0.75
665,lack of communication with me.,0.0,0.0,0.0
